ТИК,УИК,"Число избирателей, включенных в список избирателей","Число избирательных бюллетеней, полученных участковой избирательной комиссией","Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно","Число избирательных бюллетеней, выданных в помещении для голосования в день голосования","Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования",Число погашенных избирательных бюллетеней,Число избирательных бюллетеней в переносных ящиках для голосования,Число бюллетеней в стационарных ящиках для голосования,Число недействительных избирательных бюллетеней,Число действительных избирательных бюллетеней,Число утраченных избирательных бюллетеней,"Число избирательных бюллетеней, не учтенных при получении",Даванков Владислав Андреевич,Даванков Владислав Андреевич (%),Путин Владимир Владимирович,Путин Владимир Владимирович (%),Слуцкий Леонид Эдуардович,Слуцкий Леонид Эдуардович (%),Харитонов Николай Михайлович,Харитонов Николай Михайлович (%)
Котельниковская городская,УИК №1142,1855,1600,0,1155,155,290,155,1155,16,1294,0,0,6,0.46,1126,85.95,73,5.57,89,6.79
Котельниковская городская,УИК №3661,1511,1400,0,836,244,320,244,836,28,1052,0,0,53,4.91,970,89.81,17,1.57,12,1.11
Котельниковская городская,УИК №3709,2101,1800,0,1214,265,321,265,1214,52,1427,0,0,255,17.24,1068,72.21,56,3.79,48,3.25
Котельниковская городская,УИК №3710,1989,1800,0,1218,178,404,178,1218,23,1373,0,0,93,6.66,1238,88.68,21,1.5,21,1.5
Котельниковская городская,УИК №4212,2249,1800,0,1410,191,199,191,1410,12,1589,0,0,6,0.37,1382,86.32,87,5.43,114,7.12
Котельниковская городская,УИК №4213,2064,1700,0,1286,180,234,180,1286,10,1456,0,0,5,0.34,1265,86.29,88,6,98,6.68
Котельниковская городская,УИК №4218,1306,1100,0,815,112,173,112,815,14,913,0,0,8,0.86,796,85.87,41,4.42,68,7.34
Котельниковская городская,УИК №4219,1054,900,0,649,94,157,94,649,15,728,0,0,6,0.81,643,86.54,36,4.85,43,5.79
Котельниковская городская,УИК №4220,1778,1500,0,1103,154,243,154,1103,19,1238,0,0,2,0.16,1070,85.12,77,6.13,89,07.08
Красногорская городская,УИК №632,492,550,0,491,0,59,0,491,6,485,0,0,19,3.87,449,91.45,13,2.65,4,0.81
Красногорская городская,УИК №633,451,500,0,451,0,49,0,451,4,447,0,0,27,5.99,398,88.25,13,2.88,9,1.99
Красногорская городская,УИК №657,748,600,0,560,1,39,1,560,5,556,0,0,11,1.96,494,88.06,21,3.74,30,5.35
Красногорская городская,УИК №1151,1641,1400,0,1096,168,136,168,1096,3,1261,0,0,38,03.01,1123,88.84,37,2.93,63,4.98
Красногорская городская,УИК №1152,2457,1900,0,1704,144,52,144,1704,16,1832,0,0,48,2.6,1641,88.8,31,1.68,112,06.06
Красногорская городская,УИК №1153,2154,2000,0,1898,11,91,11,1898,110,1799,0,0,35,1.83,1601,83.87,68,3.56,95,4.98
Красногорская городская,УИК №1154,1202,1000,0,873,64,63,64,873,5,932,0,0,24,2.56,841,89.75,20,2.13,47,05.02
Красногорская городская,УИК №1155,2245,2100,0,1592,134,374,134,1590,40,1684,0,0,63,3.65,1506,87.35,38,2.2,77,4.47
Красногорская городская,УИК №1156,1410,1350,0,702,356,292,356,702,10,1048,0,0,31,2.93,944,89.22,21,1.98,52,4.91
Красногорская городская,УИК №1157,1478,1450,0,905,204,341,204,905,11,1098,0,0,28,2.52,988,89.09,26,2.34,56,05.05
Красногорская городская,УИК №1158,1354,1350,0,769,299,282,299,769,26,1042,0,0,47,4.4,939,87.92,12,1.12,44,4.12
Красногорская городская,УИК №1159,1851,1950,0,1306,83,561,83,1306,15,1374,0,0,27,1.94,1224,88.12,41,2.95,82,5.9
Красногорская городская,УИК №1160,1735,1700,0,1196,106,398,106,1196,13,1289,0,0,26,1.99,1159,89.02,39,2.99,65,4.99
Красногорская городская,УИК №1161,1434,1200,0,1073,15,112,15,1073,4,1084,0,0,23,2.11,976,89.71,22,02.02,63,5.79
Красногорская городская,УИК №1162,1324,1350,0,987,20,343,20,987,10,997,0,0,20,1.99,896,88.98,30,2.98,51,05.06
Красногорская городская,УИК №1163,1410,1300,0,1068,4,228,4,1068,8,1064,0,0,24,2.24,954,88.99,32,2.99,54,05.04
Красногорская городская,УИК №1164,1265,1200,0,761,99,340,99,761,18,842,0,0,43,5,744,86.51,15,1.74,40,4.65
Красногорская городская,УИК №1165,1615,1450,0,1217,10,223,10,1217,12,1215,0,0,36,2.93,1081,88.1,36,2.93,62,05.05
Красногорская городская,УИК №1166,1158,1100,0,804,82,214,82,804,12,874,0,0,26,2.93,778,87.81,44,4.97,26,2.93
Красногорская городская,УИК №1167,1630,1600,0,1206,19,375,19,1206,12,1213,0,0,36,2.94,1092,89.14,24,1.96,61,4.98
Красногорская городская,УИК №1168,1320,1300,0,995,7,298,7,995,9,993,0,0,27,2.69,885,88.32,29,2.89,52,5.19
Красногорская городская,УИК №1169,1578,1500,0,1390,14,96,14,1390,5,1399,0,0,37,2.64,1257,89.53,39,2.78,66,4.7
Красногорская городская,УИК №1170,1562,1400,0,1156,31,213,31,1156,23,1164,0,0,23,1.94,1036,87.28,47,3.96,58,4.89
Красногорская городская,УИК №1171,2502,2100,0,1994,8,98,8,1992,59,1941,0,0,58,2.9,1758,87.9,26,1.3,99,4.95
Красногорская городская,УИК №1172,1299,1250,0,694,332,224,332,694,29,997,0,0,84,8.19,858,83.63,23,2.24,32,3.12
Красногорская городская,УИК №1173,2397,2200,0,1973,4,223,4,1973,19,1958,0,0,66,3.34,1750,88.52,54,2.73,88,4.45
Красногорская городская,УИК №1174,1926,1800,0,1370,39,391,39,1370,39,1370,0,0,52,3.69,1233,87.51,11,0.78,74,5.25
Красногорская городская,УИК №1175,1667,1450,0,1225,15,210,15,1225,19,1221,0,0,35,2.82,1087,87.66,37,2.98,62,5
Красногорская городская,УИК №1176,1137,1050,0,613,323,114,323,603,19,907,0,0,60,6.48,777,83.91,19,02.05,51,5.51
Красногорская городская,УИК №1177,1250,1250,0,505,569,176,569,505,25,1049,0,0,75,6.98,881,82.03,51,4.75,42,3.91
Красногорская городская,УИК №1178,1099,1100,0,780,77,243,77,780,5,852,0,0,28,3.27,763,89.03,17,1.98,44,5.13
Красногорская городская,УИК №1179,1562,1500,0,1067,105,328,105,1067,0,1172,0,0,21,1.79,1046,89.25,47,04.01,58,4.95
Красногорская городская,УИК №1180,1244,1200,0,980,117,103,117,980,0,1097,0,0,29,2.64,977,89.06,32,2.92,59,5.38
Красногорская городская,УИК №1181,1234,1250,0,945,103,202,103,945,0,1048,0,0,19,1.81,944,90.08,32,03.05,53,05.06
Красногорская городская,УИК №1182,1137,1100,0,874,101,125,101,874,0,975,0,0,20,02.05,868,89.03,29,2.97,58,5.95
Красногорская городская,УИК №1183,1167,1100,0,721,155,224,155,721,3,873,0,0,17,1.94,779,88.93,31,3.54,46,5.25
Красногорская городская,УИК №1184,1016,1000,0,519,214,267,214,519,12,721,0,0,52,07.09,629,85.81,9,1.23,31,4.23
Красногорская городская,УИК №1185,1431,1350,0,1153,93,104,93,1153,17,1229,0,0,25,02.01,1094,87.8,49,3.93,61,4.9
Красногорская городская,УИК №1186,1292,1050,0,771,199,80,199,771,15,955,0,0,45,4.64,869,89.59,10,01.03,31,3.2
Красногорская городская,УИК №1187,1442,1400,0,970,200,230,200,970,12,1158,0,0,23,1.97,1054,90.09,23,1.97,58,4.96
Красногорская городская,УИК №1188,1127,1100,0,819,75,206,75,819,5,889,0,0,16,1.79,799,89.37,26,2.91,48,5.37
Красногорская городская,УИК №1189,1135,1100,0,812,82,206,82,812,9,885,0,0,18,02.01,788,88.14,35,3.91,44,4.92
Красногорская городская,УИК №1190,998,1000,0,756,70,174,70,756,13,813,0,0,16,1.94,743,89.95,25,03.03,29,3.51
Красногорская городская,УИК №1191,1119,1050,0,602,242,206,242,602,10,834,0,0,15,1.78,754,89.34,33,3.91,32,3.79
Красногорская городская,УИК №1192,1078,1000,0,643,169,188,169,643,3,809,0,0,21,2.59,724,89.16,24,2.96,40,4.93
Красногорская городская,УИК №1193,1065,1050,0,664,135,251,135,664,8,791,0,0,17,2.13,721,90.24,18,2.25,35,4.38
Красногорская городская,УИК №1194,1086,1000,0,638,178,184,178,638,8,808,0,0,17,02.08,727,89.09,15,1.84,49,6
Красногорская городская,УИК №1195,1567,1600,0,1189,81,330,81,1189,12,1258,0,0,25,1.97,1132,89.13,38,2.99,63,4.96
Красногорская городская,УИК №1196,1506,1400,0,1181,55,164,55,1126,11,1170,0,0,32,2.71,1041,88.15,39,3.3,58,4.91
Красногорская городская,УИК №1197,1172,1100,0,672,225,203,225,632,22,835,0,0,60,7,724,84.48,17,1.98,34,3.97
Красногорская городская,УИК №1198,1215,1050,0,943,25,82,25,943,7,961,0,0,29,2.99,862,89.05,22,2.27,48,4.96
Красногорская городская,УИК №1199,944,900,0,693,34,173,34,693,0,727,0,0,15,02.06,647,88.99,22,03.03,43,5.91
Красногорская городская,УИК №1200,952,850,0,718,13,119,13,718,7,724,0,0,30,4.1,645,88.24,12,1.64,37,05.06
Красногорская городская,УИК №1201,1379,1200,0,1079,78,43,78,1079,12,1145,0,0,23,1.99,1019,88.07,34,2.94,69,5.96
Красногорская городская,УИК №1202,1316,1200,0,987,53,160,53,987,7,1033,0,0,18,1.73,943,90.67,31,2.98,41,3.94
Красногорская городская,УИК №1203,1283,1200,0,856,114,230,114,856,17,953,0,0,18,1.86,849,87.53,39,04.02,47,4.85
Красногорская городская,УИК №1204,1160,1250,0,694,182,374,182,694,19,857,0,0,67,7.65,706,80.59,36,4.11,48,5.48
Красногорская городская,УИК №1205,1640,1450,0,1044,196,210,196,1044,13,1227,0,0,24,1.94,1105,89.11,25,02.02,73,5.89
Красногорская городская,УИК №1206,1262,1200,0,942,8,250,8,942,10,940,0,0,38,4,850,89.47,22,2.32,30,3.16
Красногорская городская,УИК №1207,1475,1350,0,1088,19,243,19,1087,15,1091,0,0,33,2.98,971,87.79,33,2.98,54,4.88
Красногорская городская,УИК №1208,1561,1400,0,1160,11,229,11,1160,26,1145,0,0,22,1.88,1021,87.19,45,3.84,57,4.87
Красногорская городская,УИК №1209,2297,1650,0,1646,4,0,4,1646,54,1596,0,0,32,1.94,1420,86.06,64,3.88,80,4.85
Красногорская городская,УИК №1210,1653,1550,0,1180,66,304,66,1180,27,1219,0,0,24,1.93,1085,87.08,49,3.93,61,4.9
Красногорская городская,УИК №1211,1090,1000,0,629,261,110,261,629,9,881,0,0,21,2.36,801,90,17,1.91,42,4.72
Красногорская городская,УИК №1212,1197,1100,0,714,196,190,196,714,9,901,0,0,19,02.09,816,89.67,17,1.87,49,5.38
Красногорская городская,УИК №1213,1198,1100,0,852,98,150,98,852,12,938,0,0,27,2.84,845,88.95,19,2,47,4.95
Красногорская городская,УИК №1214,1001,956,0,497,246,213,246,494,15,725,0,0,50,6.76,640,86.49,8,01.08,27,3.65
Красногорская городская,УИК №1215,1149,1000,0,853,9,138,9,853,16,846,0,0,26,03.02,776,90.02,13,1.51,31,3.6
Красногорская городская,УИК №1216,1816,1500,0,1372,11,117,11,1372,12,1371,0,0,25,1.81,1250,90.38,27,1.95,69,4.99
Красногорская городская,УИК №1217,2538,2050,0,1994,1,55,1,1994,17,1978,0,0,40,02.01,1779,89.17,49,2.46,110,5.51
Красногорская городская,УИК №1218,1104,1200,0,766,197,237,197,766,15,948,0,0,38,3.95,876,90.97,7,0.73,27,2.8
Красногорская городская,УИК №1219,1267,1350,0,992,1,357,1,992,7,986,0,0,23,2.32,884,89.02,23,2.32,56,5.64
Красногорская городская,УИК №1220,1329,1250,0,981,22,247,22,981,10,993,0,0,23,2.29,903,90.03,27,2.69,40,3.99
Красногорская городская,УИК №1221,1683,1350,0,1255,8,87,8,1254,12,1250,0,0,31,2.46,1136,90.02,23,1.82,60,4.75
Красногорская городская,УИК №1222,395,350,0,267,3,80,3,267,5,265,0,0,18,6.67,236,87.41,5,1.85,6,2.22
Красногорская городская,УИК №1223,1366,1150,0,1014,11,125,11,1014,11,1014,0,0,22,2.15,923,90.05,18,1.76,51,4.98
Красногорская городская,УИК №1224,931,900,0,695,3,202,3,695,5,693,0,0,14,02.01,629,90.11,15,2.15,35,05.01
Красногорская городская,УИК №1225,1141,1050,0,935,15,100,15,935,23,927,0,0,29,03.05,821,86.42,35,3.68,42,4.42
Красногорская городская,УИК №1226,1989,1500,0,1111,337,52,337,1111,36,1412,0,0,30,02.07,1253,86.53,57,3.94,72,4.97
Красногорская городская,УИК №1227,1178,1050,0,797,104,149,104,797,14,887,0,0,31,3.44,794,88.12,21,2.33,41,4.55
Красногорская городская,УИК №1228,1780,1700,0,1254,94,352,94,1254,9,1339,0,0,43,3.19,1214,90.06,32,2.37,50,3.71
Красногорская городская,УИК №1229,1132,1100,0,786,64,250,64,786,12,838,0,0,11,1.29,765,90,28,3.29,34,4
Красногорская городская,УИК №1230,3652,3250,0,2932,8,310,8,2932,35,2905,0,0,81,2.76,2600,88.44,64,2.18,160,5.44
Красногорская городская,УИК №1231,1499,1250,0,1126,73,51,73,1126,0,1199,0,0,24,2,1067,88.99,48,4,60,5
Красногорская городская,УИК №1232,2268,1750,0,1586,103,61,103,1586,7,1682,0,0,51,03.02,1520,89.99,43,2.55,68,04.03
Красногорская городская,УИК №1233,1426,1250,0,1020,52,178,52,1020,18,1054,0,0,21,1.96,975,90.95,15,1.4,43,04.01
Красногорская городская,УИК №1234,1725,1500,0,1234,60,206,60,1233,23,1270,0,0,32,2.47,1176,90.95,18,1.39,44,3.4
Красногорская городская,УИК №1235,775,600,0,436,154,10,154,435,11,578,0,0,34,5.77,515,87.44,12,02.04,17,2.89
Красногорская городская,УИК №1236,892,800,0,460,229,111,229,460,9,680,0,0,33,4.79,616,89.4,20,2.9,11,1.6
Красногорская городская,УИК №1237,1800,1450,0,1036,364,50,364,1036,21,1379,0,0,29,02.07,1231,87.93,31,2.21,88,6.29
Красногорская городская,УИК №1238,2999,2450,0,2213,66,171,66,2213,47,2232,0,0,57,2.5,2000,87.76,45,1.97,130,5.7
Красногорская городская,УИК №1239,1684,1550,0,1270,11,269,11,1270,7,1274,0,0,25,1.95,1143,89.23,50,3.9,56,4.37
Красногорская городская,УИК №1240,3437,3000,0,2572,5,423,5,2572,40,2537,0,0,87,3.38,2253,87.43,33,1.28,164,6.36
Красногорская городская,УИК №1241,2276,1900,0,1702,107,91,107,1702,22,1787,0,0,18,0.99,1643,90.82,30,1.66,96,5.31
Красногорская городская,УИК №1242,1144,950,0,855,9,86,9,855,26,838,0,0,10,1.16,762,88.19,9,01.04,57,6.6
Красногорская городская,УИК №1243,1023,900,0,767,3,130,3,767,14,756,0,0,39,05.06,665,86.36,11,1.43,41,5.32
Красногорская городская,УИК №2102,1306,1000,0,998,2,0,2,998,0,1000,0,0,30,3,900,90,19,1.9,51,5.1
Красногорская городская,УИК №2103,1861,1400,0,1395,1,4,1,1395,0,1396,0,0,42,03.01,1242,88.97,28,02.01,84,06.02
Красногорская городская,УИК №3574,2163,1850,0,1535,144,171,144,1535,17,1662,0,0,48,2.86,1498,89.22,34,02.03,82,4.88
Красногорская городская,УИК №3575,1618,1400,0,1117,202,81,202,1117,5,1314,0,0,33,2.5,1200,90.98,13,0.99,68,5.16
Красногорская городская,УИК №3582,2710,2400,0,2085,10,305,10,2085,4,2091,0,0,120,5.73,1819,86.83,26,1.24,126,06.01
Красногорская городская,УИК №3694,2125,1750,0,1615,3,132,3,1615,16,1602,0,0,49,03.03,1439,88.94,33,02.04,81,05.01
Красногорская городская,УИК №3695,2284,1850,0,1714,2,134,2,1714,0,1716,0,0,52,03.03,1527,88.99,34,1.98,103,6
Красногорская городская,УИК №3798,1190,1100,0,587,264,249,264,587,17,834,0,0,80,9.4,708,83.2,14,1.65,32,3.76
Красногорская городская,УИК №3799,1000,900,0,750,12,138,12,750,5,757,0,0,16,2.1,673,88.32,23,03.02,45,5.91
Красногорская городская,УИК №3800,1145,1050,0,824,37,189,37,824,8,853,0,0,21,2.44,767,89.08,25,2.9,40,4.65
Красногорская городская,УИК №3801,1539,1450,0,1289,18,143,18,1289,14,1293,0,0,25,1.91,1151,88.06,39,2.98,78,5.97
Красногорская городская,УИК №3802,1413,1350,0,817,302,231,302,817,12,1107,0,0,31,2.77,986,88.11,24,2.14,66,5.9
Красногорская городская,УИК №3803,1181,1100,0,777,113,210,113,777,15,875,0,0,26,2.92,780,87.64,17,1.91,52,5.84
Красногорская городская,УИК №3804,974,900,0,557,191,152,191,557,15,733,0,0,41,5.48,649,86.76,17,2.27,26,3.48
Красногорская городская,УИК №3805,754,700,0,643,42,15,42,643,10,675,0,0,10,1.46,609,88.91,20,2.92,36,5.26
Красногорская городская,УИК №3806,1091,1100,0,724,97,279,97,724,22,799,0,0,24,2.92,712,86.72,16,1.95,47,5.72
Красногорская городская,УИК №3807,1120,1100,0,531,301,268,301,531,31,801,0,0,52,6.25,704,84.62,12,1.44,33,3.97
Красногорская городская,УИК №3808,1306,1250,0,810,223,217,223,810,7,1026,0,0,27,2.61,922,89.25,26,2.52,51,4.94
Красногорская городская,УИК №3809,969,1000,0,546,214,240,214,546,25,735,0,0,64,8.42,621,81.71,19,2.5,31,04.08
Красногорская городская,УИК №3810,2300,1800,0,1722,26,52,26,1722,15,1733,0,0,51,2.92,1544,88.33,35,2,103,5.89
Красногорская городская,УИК №3811,2401,2200,0,1515,300,385,300,1515,0,1815,0,0,50,2.75,1625,89.53,42,2.31,98,5.4
Красногорская городская,УИК №3812,891,850,0,683,18,149,18,683,4,697,0,0,11,1.57,651,92.87,12,1.71,23,3.28
